Polling Firm,Fieldwork Start,Fieldwork End,Period Estimated,Scope,Variant,Sample Size,Participation Rate,Participation,Precision,ANO,ODS,Piráti,SPD,Stačilo!,KSČM,SOCDEM,KDU-ČSL,TOP 09,STAN,Svobodní,Zelení,Úsvit,Trikolóra,STAN-TOP,ČSL-STAN,SPOLU,Pir-STAN,TSS,Přísaha,AUTO,Přísaha+AUTO,VB,PRO,DSSS,SPOZ,VV,US-DEU,Koalice,DEU,SPR-RSC,NEZ,SNK-ED,SŽJ,ODA,LB,HSMS-MNS,ODS+KDS,LB+KSČM,LSU,ZS,ČSS,OH,KDS,Other,Source
STEM,2004-09-01,2004-09-10,FALSE,National,,1732,0.58,1412,0.1,,0.388,,,,0.19,0.2,0.093,,,,0.031,,,,,,,,,,,,,,,,0.013,,,,0.015,0.026,,,,,,,,,,,,0.044,https://www.stem.cz/stranicke-preference-zari-2004/
STEM,2004-07-01,2004-07-10,FALSE,National,,1693,0.65,1466,0.1,,0.387,,,,0.221,0.157,0.094,,,,0.04,,,,,,,,,,,,,,,,0.012,,,,0.036,0.02,,,,,,,,,,,,0.035,https://www.stem.cz/aktualni-stranicke-preference-do-psp/
CVVM,2004-06-18,2004-06-28,FALSE,National,,889,0.63,664,0.5,,0.405,,,,0.205,0.15,0.1,,,,0.03,,,,,,,,,,,,,,,,0.01,,,,0.03,0.03,,,,,,,,,,,,,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a88/f9/100372s_pv40712.pdf
EU ELECTION,2004-06-11,2004-06-12,FALSE,European,,8283485,0.2832,2332862,0.01,,0.3004,,,,0.2026,0.0878,0.0957,,,,0.0316,,,,,,,,,,,,,,,,,,,,0.0818,0.1102,,,,,,,,,,,,,
STEM,2004-06-01,2004-06-07,FALSE,National,,1705,0.69,1499,0.1,,0.365,,,,0.19,0.16,0.094,,,,0.053,,,,,,,,,,,,,,,,0.019,,,,0.033,0.026,,,,,,,,,,,,0.058,https://www.stem.cz/stranicke-preference-cerven-2004/
CVVM,2004-05-19,2004-05-26,FALSE,National,,927,0.66,725,0.5,,0.395,,,,0.185,0.17,0.12,,,,0.03,,,,,,,,,,,,,,,,0.02,,,,0.02,0.025,,,,,,,,,,,,,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a1277/f9/100360s_pv40606.pdf
STEM,2004-05-04,2004-05-14,FALSE,National,,1888,0.68,1641,0.1,,0.398,,,,0.203,0.19,0.091,,,,0.024,,,,,,,,,,,,,,,,0.02,,,,,0.04,,,,,,,,,,,,0.035,https://www.stem.cz/stranicke-preference-kveten-2004/
CVVM,2004-04-12,2004-04-19,FALSE,National,,969,0.64,725,0.5,,0.43,,,,0.205,0.17,0.085,,,,0.025,,,,,,,,,,,,,,,,0.025,,,,,,,,,,,,,,,,,,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a439/f9/100352s_pv40430.pdf
STEM,2004-04-05,2004-04-14,FALSE,National,,1819,0.7,1595,0.1,,0.403,,,,0.217,0.193,0.096,,,,0.015,,,,,,,,,,,,,,,,0.027,,,,,0.027,,,,,,,,,,,,0.023,https://www.stem.cz/stranicke-preference-stem-duben-2004/
CVVM,2004-03-15,2004-03-22,FALSE,National,,963,0.68,754,0.5,,0.44,,,,0.195,0.18,0.11,,,,0.02,,,,,,,,,,,,,,,,0.025,,,,,,,,,,,,,,,,,,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a425/f9/100338s_pv40331.pdf
STEM,2004-03-02,2004-03-10,FALSE,National,,1863,0.7,1649,0.1,,0.4,,,,0.221,0.193,0.101,,,,0.02,,,,,,,,,,,,,,,,0.029,,,,,0.018,,,,,,,,,,,,0.017,https://www.stem.cz/stranicke-preference-stem-brezen-2004/
CVVM,2004-02-09,2004-02-16,FALSE,National,,966,0.66,706,0.5,,0.43,,,,0.225,0.19,0.095,,,,0.01,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a413/f9/100326s_pv40225.pdf
STEM,2004-02-02,2004-02-08,FALSE,National,,1863,,1578,0.1,,0.398,,,,0.196,0.189,0.107,,,,0.024,,,,,,,,,,,,,,,,0.033,,,,,0.03,,,,,,,,,,,,0.024,https://www.stem.cz/stranicke-preference-unor-2004/
CVVM,2004-01-12,2004-01-19,FALSE,National,,976,0.7,706,0.5,,0.4,,,,0.19,0.215,0.11,,,,0.02,,,,,,,,,,,,,,,,0.025,,,,,,,,,,,,,,,,,,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a398/f9/100311s_pv40128.pdf
STEM,2004-01-05,2004-01-12,FALSE,National,,1835,0.7,1593,0.1,,0.391,,,,0.228,0.19,0.097,,,,0.021,,,,,,,,,,,,,,,,0.03,,,,,0.017,,,,,,,,,,,,0.026,https://www.stem.cz/stranicke-prefrence-stem-leden-2004/
STEM,2003-12-03,2004-12-10,FALSE,National,,2054,0.69,1738,0.1,,0.414,,,,0.21,0.183,0.105,,,,0.015,,,,,,,,,,,,,,,,0.037,,,,,0.019,,,,,,,,,,,,0.017,https://www.stem.cz/stranicke-preference-stem-prosinec-2003/
CVVM,2003-12-01,2003-12-08,FALSE,National,,927,0.65,706,0.5,,0.41,,,,0.21,0.185,0.09,,,,0.03,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a388/f9/100300s_pv31217.pdf
CVVM,2003-11-10,2003-11-17,FALSE,National,,960,0.67,725,0.5,,0.41,,,,0.2,0.205,0.105,,,,0.02,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a379/f9/100291s_pv31126.pdf
STEM,2003-11-03,2003-11-11,FALSE,National,,2232,0.7,1964,0.1,,0.363,,,,0.206,0.223,0.102,,,,0.016,,,,,,,,,,,,,,,,0.045,,,,,0.025,,,,,,,,,,,,0.02,https://www.stem.cz/stranicke-preference-stem-listopad-2003/
CVVM,2003-10-06,2003-10-13,FALSE,National,,956,0.67,708,0.5,,0.39,,,,0.185,0.195,0.125,,,,0.02,,,,,,,,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a368/f9/100280s_pv31022.pdf
STEM,2003-10-01,2003-10-08,FALSE,National,,1740,0.69,1444,0.1,,0.393,,,,0.223,0.2,0.081,,,,0.016,,,,,,,,,,,,,,,,0.042,,,,,0.02,,,,,,,,,,,,0.025,https://www.stem.cz/stranicke-prefrence-stem-rijen-2003/
CVVM,2003-09-08,2003-09-15,FALSE,National,,944,0.65,652,0.5,,0.375,,,,0.19,0.22,0.1,,,,0.02,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a357/f9/100269s_pv30924.pdf
STEM,2003-09-01,2003-09-09,FALSE,National,,1403,0.7,1125,0.1,,0.399,,,,0.2,0.214,0.099,,,,0.017,,,,,,,,,,,,,,,,0.032,,,,,0.019,,,,,,,,,,,,0.02,https://www.stem.cz/stranicke-preference-stem-zari-2003/
CVVM,2003-06-23,2003-06-30,FALSE,National,,948,0.64,684,0.5,,0.385,,,,0.155,0.21,0.115,,,,0.02,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a333/f9/100245s_pv30716.pdf
STEM,2003-06-01,2003-06-10,FALSE,National,,1304,0.69,1093,0.1,,0.402,,,,0.186,0.21,0.092,,,,0.02,,,,,,,,,,,,,,,,0.041,0.005,,,,0.025,,,,,,,,,,,,0.019,https://www.stem.cz/stranicke-preference-stem-cerven-2003/
CVVM,2003-05-19,2003-05-26,FALSE,National,,969,0.7,737,0.5,,0.415,,,,0.19,0.195,0.095,,,,0.015,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,https://cvvm.soc.cas.cz/cz/tiskove-zpravy/politicke/volby-a-strany/319-stranicke-preference-v-kvtnu
STEM,2003-05-03,2003-05-12,FALSE,National,,1283,0.68,978,0.1,,0.386,,,,0.186,0.241,0.098,,,,0.014,,,,,,,,,,,,,,,,0.031,0.007,,,,0.016,,,,,,,,,,,,0.02,https://www.stem.cz/stranicke-preference-stem-kveten-2003/
CVVM,2003-04-07,2003-04-14,FALSE,National,,957,0.7,756,0.5,,0.38,,,,0.17,0.27,0.075,,,,0.03,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a300/f9/100212s_pv30425.pdf
STEM,2003-04-01,2003-04-07,FALSE,National,,1392,0.68,1129,0.1,,0.395,,,,0.19,0.254,0.075,,,,0.014,,,,,,,,,,,,,,,,0.033,0.002,,,,0.016,,,,,,,,,,,,0.021,https://www.stem.cz/stranicke-preference-stem-duben-2003/
CVVM,2003-03-03,2003-03-10,FALSE,National,,985,0.7,780,0.5,,0.38,,,,0.18,0.25,0.1,,,,0.01,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a285/f9/100197s_PV30319.pdf
STEM,2003-03-03,2003-03-10,FALSE,National,,1328,0.7,1154,0.1,,0.367,,,,0.181,0.253,0.085,,,,0.015,,,,,,,,,,,,,,,,0.052,0.008,,,,0.02,,,,,,,,,,,,0.02,https://www.stem.cz/stranicke-preference-stem-brezen-2003/
CVVM,2003-02-03,2003-02-10,FALSE,National,,964,0.71,780,0.5,,0.31,,,,0.175,0.275,0.1,,,,0.025,,,,,,,,,,,,,,,,0.02,0.03,,,,,,,,,,,,,,,,,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a269/f9/100181s_PV30219.pdf
STEM,2003-02-03,2003-02-09,FALSE,National,,1422,0.73,1241,0.1,,0.33,,,,0.171,0.279,0.094,,,,0.016,,,,,,,,,,,,,,,,0.056,0.008,,,,0.022,,,,,,,,,,,,0.024,https://www.stem.cz/stranicke-preference-stem-unor-2003/
CVVM,2003-01-06,2003-01-13,FALSE,National,,958,0.69,771,0.5,,0.3,,,,0.17,0.31,0.1,,,,0.005,,,,,,,,,,,,,,,,0.035,0.015,,,,,,,,,,,,,,,,,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a251/f9/100163s_pv30122.pdf
STEM,2003-01-02,2003-01-07,FALSE,National,,1363,0.65,1103,0.1,,0.337,,,,0.157,0.294,0.087,,,,0.021,,,,,,,,,,,,,,,,0.027,0.01,,,,0.032,,,,,,,,,,,,0.035,https://www.stem.cz/stranicke-preference-stem-leden-2003/
STEM,2002-12-01,2002-12-09,FALSE,National,,1480,0.68,1298,0.1,,0.292,,,,0.166,0.31,0.09,,,,0.021,,,,,,,,,,,,,,,,0.042,0.016,,,,0.026,,0.006,,,,,,,,,,0.031,https://www.stem.cz/stranicke-preference-stem-prosinec-2002/
CVVM,2002-11-25,2002-12-02,FALSE,National,,910,0.68,731,0.5,,0.28,,,,0.18,0.3,0.08,,,,0.025,,,,,,,,,,,,,,,,0.035,0.015,,,,,,,,,,,,,,,,,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a232/f9/100144s_pv21211.pdf
STEM,2002-11-01,2002-11-05,FALSE,National,,1332,0.71,1181,0.1,,0.33,,,,0.148,0.293,0.091,,,,0.021,,,,,,,,,,,,,,,,0.042,0.009,,,,0.041,,,,,,,,,,,,0.025,https://www.stem.cz/stranicke-preference-stem-listopad-2002/
CVVM,2002-10-17,2002-10-24,FALSE,National,,906,0.69,731,0.5,,0.265,,,,0.155,0.36,0.1,,,,0.015,,,,,,,,,,,,,,,,0.06,0.01,,,,,,,,,,,,,,,,,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a211/f9/100123s_pv21104.pdf
STEM,2002-10-01,2002-10-07,FALSE,National,,1251,0.68,1081,0.1,,0.291,,,,0.163,0.339,0.075,,,,0.027,,,,,,,,,,,,,,,,0.039,0.024,,,,0.021,,,,,,,,,,,,0.021,https://www.stem.cz/stranicke-preference-stem-rijen-2002/
CVVM,2002-09-23,2002-09-30,FALSE,National,,903,0.71,720,0.5,,0.215,,,,0.17,0.41,0.1,,,,0.02,,,,,,,,,,,,,,,,0.04,0.01,,,,,,,,,,,,,,,,,https://cvvm.soc.cas.cz/media/com_form2content/documents/c2/a199/f9/100111s_pv21010.pdf
ELECTION,2002-06-14,2002-06-15,FALSE,National,,8264484,0.58,4768006,0.01,,0.2447,,,,0.1851,0.302,,,,,0.0236,,,,,,,,,,,,,,,,,0.1427,,0.0014,,0.0278,,0.005,,,,,,,,,,,
CVVM,2002-06-05,2002-06-12,FALSE,National,,956,0.73,647,0.1,,0.274,,,,0.175,0.292,,,,,0.015,,,,,,,,,,,,,,,,,0.136,,0.006,,0.02,,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
CVVM,2002-05-20,2002-05-27,FALSE,National,,947,0.73,652,0.1,,0.279,,,,0.144,0.311,,,,,0.015,,,,,,,,,,,,,,,,,0.163,,0.002,,0.009,,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
STEM,2002-05-02,2002-05-06,FALSE,National,,2080,,1778,0.1,,0.277,,,,0.167,0.264,0.048,,,,0.023,,,,,,,,,,,,,,,,0.028,0.112,,0.029,,0.011,,,,,,,,,,,,0.04,https://www.stem.cz/stranicke-preference-stem-kveten-2002/
CVVM,2002-04-22,2002-04-29,FALSE,National,,1002,,767,0.1,,0.297,,,,0.164,0.313,0.081,,,,0.007,,,,,,,,,,,,,,,,0.035,0.072,,0.016,,,,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
STEM,2002-04-02,2002-04-08,FALSE,National,,2103,,1792,0.1,,0.288,,,,0.169,0.263,0.062,,,,0.022,,,,,,,,,,,,,,,,0.039,0.089,,0.022,,,,0.006,,,,,,,,,,0.04,https://www.stem.cz/stranicke-preference-stem-duben-2002/
CVVM,2002-03-25,2002-04-02,FALSE,National,,950,0.68,728,0.1,,0.262,,,,0.183,0.283,0.11,,,,0.005,,,,,,,,,,,,,,,,0.082,0.032,,0.016,,,,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
STEM,2002-03-15,2002-03-24,FALSE,National,,1696,,1470,0.1,,0.304,,,,0.163,0.273,0.077,,,,0.017,,,,,,,,,,,,,,,,0.054,0.063,,0.015,,,,0.007,,,,,,,,,,0.025,https://www.stem.cz/stranicke-preference-stem-brezen-2002/
CVVM,2002-02-25,2002-03-04,FALSE,National,,957,0.64,768,0.1,,0.288,,,,0.13,0.311,0.108,,,,0.008,,,,,,,,,,,,,,,,0.074,0.034,,0.012,,,,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
CVVM,2002-01-21,2002-02-28,FALSE,National,,892,0.69,720,0.1,,0.232,,,,0.168,0.285,0.097,,,,0.017,,,,,,,,,,,,,,,,0.053,0.093,,0.008,,,,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
STEM,2002-02-01,2002-02-08,FALSE,National,,1977,,1688,0.1,,0.269,,,,0.157,0.279,0.07,,,,0.012,,,,,,,,,,,,,,,,0.059,0.091,0.004,0.016,,,,0.011,,,,,,,,,,0.033,https://www.stem.cz/stranicke-preference-stem-unor-2002/
STEM,2002-01-07,2002-01-13,FALSE,National,,1652,,1373,0.1,,0.256,,,,0.188,0.259,0.077,,,,0.002,,,,,,,,,,,,,,,,0.045,0.143,0.002,0.007,,,,0.004,,,,,,,,,,0.017,https://www.stem.cz/stranicke-preference-stem-leden-2002/
CVVM,2001-12-03,2001-12-10,FALSE,National,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
STEM,2001-12-03,2001-12-09,FALSE,National,,1577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.stem.cz/stranicke-preference-stem-prosinec-2001/
CVVM,2001-11-01,2001-11-30,TRUE,National,,1051,,835,0.1,,0.238,,,,0.143,0.249,0.121,,,,,,,,,,,,,,,,,,,,0.085,0.061,0.011,0.016,,,,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
STEM,2001-11-05,2001-11-05,FALSE,National,,1608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.stem.cz/stranicke-preference-stem-listopad-2001/
CVVM,2001-10-01,2001-10-31,TRUE,National,,966,,704,0.1,,0.26,,,,0.179,0.267,0.091,,,,,,,,,,,,,,,,,,,,0.055,0.111,0.001,0.009,,,,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
STEM,2001-10-01,2001-10-07,FALSE,National,,1613,,1374,0.1,,0.269,,,,0.176,0.241,0.095,,,,0.006,,,,,,,,,,,,,,,,0.065,0.11,0.004,0.011,,,,0.005,,,,,,,,,,0.02,https://www.stem.cz/stranicke-preference-stem-rijen-2001/
CVVM,2001-09-01,2001-09-30,TRUE,National,,934,,696,0.1,,0.24,,,,0.149,0.239,0.121,,,,,,,,,,,,,,,,,,,,0.07,0.119,0.003,0.009,,,,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
STEM,2001-09-03,2001-09-09,FALSE,National,,1620,,1328,0.1,,0.273,,,,0.17,0.237,0.095,,,,0.002,,,,,,,,,,,,,,,,0.062,0.124,0.005,0.005,,,,0.001,,,,,,,,,,0.026,https://www.stem.cz/stranicke-preference-stem-zari-2001/
CVVM,2001-07-01,2001-07-31,TRUE,National,,948,,732,0.1,,0.238,,,,0.168,0.258,0.093,,,,,,,,,,,,,,,,,,,,0.102,0.094,0.007,0.01,,,,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
CVVM,2001-06-01,2001-06-30,TRUE,National,,887,,690,0.1,,0.251,,,,0.172,0.258,0.128,,,,,,,,,,,,,,,,,,,,0.077,0.08,0.003,0.012,,,,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
STEM,2001-06-04,2001-06-10,FALSE,National,,1664,,1389,0.1,,0.268,,,,0.181,0.23,0.095,,,,0.007,,,,,,,,,,,,,,,,0.069,0.105,0.006,0.006,,,,0.006,,,,,,,,,,0.026,https://www.stem.cz/stranicke-preference-stem-cerven-2001/
STEM,2001-05-02,2001-05-09,FALSE,National,,1653,,1445,0.1,,0.252,,,,0.191,0.237,0.097,,,,0.005,,,,,,,,,,,,,,,,0.079,0.11,0.005,0.006,,,,0.003,,,,,,,,,,0.016,https://www.stem.cz/stranicke-preference-stem-kveten-2001/
CVVM,2001-04-30,2001-05-09,FALSE,National,,889,,710,0.1,,0.245,,,,0.185,0.277,0.092,,,,,,,,,,,,,,,,,,,,0.061,0.097,0.004,0.01,,,,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
CVVM,2001-04-01,2001-04-30,TRUE,National,,915,,689,0.1,,0.248,,,,0.167,0.244,0.097,,,,,,,,,,,,,,,,,,,,0.068,0.132,0.006,0.007,,,,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
STEM,2001-04-01,2001-04-08,FALSE,National,,1749,,1455,0.1,,0.25,,,,0.169,0.245,0.093,,,,0.006,,,,,,,,,,,,,,,,0.067,0.138,0.006,0.006,,,,0.002,,,,,,,,,,0.017,https://www.stem.cz/stranicke-preference-stem-duben-2001/
CVVM,2001-03-01,2001-03-31,TRUE,National,,921,,715,0.1,,0.256,,,,0.182,0.206,0.12,,,,,,,,,,,,,,,,,,,,0.101,0.106,,0.007,,,,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
STEM,2001-03-05,2001-03-12,FALSE,National,,2075,,1755,0.1,,0.233,,,,0.193,0.193,0.09,,,,0.005,,,,,,,,,,,,,,,,0.079,0.174,0.005,0.007,,,,0.005,,,,,,,,,,0.018,https://www.stem.cz/stranicke-preference-stem-brezen-2001/
CVVM,2001-02-01,2001-02-28,TRUE,National,,849,,527,0.1,,0.218,,,,0.178,0.228,0.125,,,,,,,,,,,,,,,,,,,,0.068,0.14,0.008,0.008,,,,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
STEM,2001-02-01,2001-02-07,FALSE,National,,1641,,1388,0.1,,0.213,,,,0.191,0.209,0.082,,,,0.005,,,,,,,,,,,,,,,,0.058,0.204,0.002,0.008,,,,0.005,,,,,,,,,,0.022,https://www.stem.cz/stranicke-preference-stem-unor-2001/
STEM,2001-01-02,2001-01-10,FALSE,National,,1660,,1389,0.1,,0.191,,,,0.188,0.21,0.099,,,,0.008,,,,,,,,,,,,,,,,0.072,0.188,0.005,0.011,,,,0.006,,,,,,,,,,0.023,https://www.stem.cz/volebni-preference-stem-leden-2001/
CVVM,2001-01-01,2001-01-08,FALSE,National,,854,,584,0.1,,0.245,,,,0.173,0.182,0.086,,,,,,,,,,,,,,,,,,,,0.094,0.156,0.002,0.019,,,,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
IVVM,2000-12-01,2000-12-31,TRUE,National,,,,1272,0.1,,0.257,,,,0.194,0.182,0.108,,,,,,,,,,,,,,,,,,,,0.072,0.131,0.006,0.013,,,0.006,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
IVVM,2000-11-01,2000-11-30,TRUE,National,,,,655,0.1,,0.235,,,,0.188,0.237,0.092,,,,,,,,,,,,,,,,,,,,0.107,0.06,0.018,0.027,,,0.024,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
IVVM,2000-10-02,2000-10-09,FALSE,National,,,,561,0.1,,0.258,,,,0.191,0.264,0.086,,,,,,,,,,,,,,,,,,,,0.082,0.08,0.005,0.007,,,0.009,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
IVVM,2000-09-04,2000-09-11,FALSE,National,,,,555,0.1,,0.241,,,,0.184,0.27,0.117,,,,,,,,,,,,,,,,,,,,0.094,0.043,0.011,0.013,,,0.004,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
IVVM,2000-05-29,2000-06-05,FALSE,National,,,,604,0.1,,0.252,,,,0.225,0.21,0.119,,,,,,,,,,,,,,,,,,,,0.106,0.043,0.008,0.013,,,0.01,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
IVVM,2000-05-01,2000-05-09,FALSE,National,,,,577,0.1,,0.281,,,,0.215,0.198,0.151,,,,,,,,,,,,,,,,,,,,0.109,0.017,0.007,0.007,,,0.003,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
IVVM,2000-04-01,2000-04-30,TRUE,National,,,,573,0.1,,0.251,,,,0.204,0.223,0.12,,,,,,,,,,,,,,,,,,,,0.134,0.016,0.003,0.014,,,0.009,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
IVVM,2000-03-01,2000-03-31,TRUE,National,,,,589,0.1,,0.27,,,,0.214,0.185,0.124,,,,0.005,,,,,,,,,,,,,,,,0.148,0.015,0.008,0.01,0.005,,0.007,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
IVVM,2000-01-31,2000-02-07,FALSE,National,,,,582,0.1,,0.247,,,,0.232,0.194,0.131,,,,0.002,,,,,,,,,,,,,,,,0.129,,0.003,0.012,0.003,,0.007,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
IVVM,2000-01-03,2000-01-10,FALSE,National,,,,578,0.1,,0.242,,,,0.228,0.183,0.138,,,,0.007,,,,,,,,,,,,,,,,0.147,,0.009,0.003,0.007,,0.009,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
IVVM,1999-12-01,1999-12-31,TRUE,National,,,,511,0.1,,0.237,,,,0.262,0.159,0.19,,,,0.008,,,,,,,,,,,,,,,,0.123,,0.002,0.004,0.004,,0.006,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
IVVM,1999-11-01,1999-11-30,TRUE,National,,,,602,0.1,,0.304,,,,0.269,0.145,0.121,,,,0.008,,,,,,,,,,,,,,,,0.096,,0.012,0.012,0.005,,0.01,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
IVVM,1999-10-01,1999-10-31,TRUE,National,,,,590,0.1,,0.225,,,,0.269,0.185,0.115,,,,0.015,,,,,,,,,,,,,,,,0.12,,0.012,0.031,0.003,,0.022,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
IVVM,1999-09-01,1999-09-30,TRUE,National,,,,549,0.1,,0.275,,,,0.235,0.195,0.12,,,,0.007,,,,,,,,,,,,,,,,0.131,,0.004,0.004,0.007,,0.013,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
IVVM,1999-07-01,1999-07-31,TRUE,National,,,,549,0.1,,0.27,,,,0.204,0.211,0.137,,,,0.009,,,,,,,,,,,,,,,,0.126,,0.009,0.009,0.009,,0.007,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
IVVM,1999-06-01,1999-06-30,TRUE,National,,,,557,0.1,,0.251,,,,0.176,0.239,0.149,,,,0.011,,,,,,,,,,,,,,,,0.122,,0.016,0.016,0.004,,0.007,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
IVVM,1999-05-01,1999-05-31,TRUE,National,,,,608,0.1,,0.278,,,,0.186,0.248,0.14,,,,0.005,,,,,,,,,,,,,,,,0.099,,0.01,0.013,0.005,,0.003,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
IVVM,1999-04-01,1999-04-30,TRUE,National,,,,565,0.1,,0.285,,,,0.163,0.276,0.124,,,,0.004,,,,,,,,,,,,,,,,0.112,,0.011,0.012,0.007,,0.002,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
IVVM,1999-03-01,1999-03-31,TRUE,National,,,,615,0.1,,0.25,,,,0.153,0.322,0.119,,,,0.007,,,,,,,,,,,,,,,,0.088,,0.015,0.021,,,0.01,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
IVVM,1999-02-01,1999-02-28,TRUE,National,,,,628,0.1,,0.28,,,,0.142,0.311,0.115,,,,0.002,,,,,,,,,,,,,,,,0.113,,0.014,0.013,0.005,,0.003,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
IVVM,1999-01-01,1999-01-31,TRUE,National,,,,561,0.1,,0.239,,,,0.114,0.358,0.139,,,,0.007,,,,,,,,,,,,,,,,0.094,,0.011,0.012,0.005,,0.011,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
IVVM,1998-12-01,1998-12-31,TRUE,National,,,,677,0.1,,0.291,,,,0.123,0.29,0.118,,,,0.004,,,,,,,,,,,,,,,,0.114,,0.013,0.019,0.006,,0.004,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
IVVM,1998-11-01,1998-11-30,TRUE,National,,,,633,0.1,,0.303,,,,0.12,0.302,0.114,,,,0.008,,,,,,,,,,,,,,,,0.109,,0.013,0.009,0.002,,0.009,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
IVVM,1998-10-01,1998-10-31,TRUE,National,,,,638,0.1,,0.296,,,,0.1,0.354,0.129,,,,0.005,,,,,,,,,,,,,,,,0.077,,0.006,0.016,,,0.016,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
IVVM,1998-09-01,1998-09-30,TRUE,National,,,,678,0.1,,0.28,,,,0.145,0.341,0.099,,,,0.004,,,,,,,,,,,,,,,,0.077,,0.013,0.019,,,0.013,,,,,,,,,,,,http://nesstar.soc.cas.cz/webview/
ELECTION,1998-06-19,1998-06-20,FALSE,National,,8116836,0.7403,5969505,0.01,,0.2774,,,,0.1103,0.3231,0.09,,,,0.0112,,,,,,,,,,,,,,,,0.086,,0.0145,0.039,0.0087,,0.0306,,,,,,,,,,,,
